model,order,nMom,L1,Linf,symmetry_L1_rel,min_rho,runtime_s,n_steps,time_reference_s,time_model_build_s,time_quad_build_s,time_solver_total_s,time_step_sum_s,time_source_sum_s,time_flux_sum_s,time_flux_jacobian_sum_s,time_flux_reconstruct_sum_s,time_flux_limiter_flux_sum_s
PN,3,4,0.00204237280861662,0.00114997094300096,9.8786865712731e-15,0.175943098716812,1.1573694,1,0.0702866,0.001418,0.0145413,1.1573694,1.1538122,0.0096944,1.1358851,0.0287102,0.0150936,1.0883438
MN,1,2,0.00189416200009629,0.00124573304758091,0.000226661411153662,0.175943223621931,0.8755962,1,0.0702866,0.0013786,0.003574,0.8755962,0.8740748,0.0017958,0.8703716,0.436302,0.0269974,0.4040033
