z,rho_model,rho_ref
-1.1988,1.33806579157649e-07,0.00556708786923239
-1.1964,1.96532253054176e-07,0.00601345624172313
-1.194,2.49266581505693e-07,0.00645982461421387
-1.1916,3.17585516862382e-07,0.00690619298670466
-1.1892,4.05292884872076e-07,0.00735256135919536
-1.1868,5.17668738153134e-07,0.00784322920975703
-1.1844,6.61320110590567e-07,0.00837819653838954
-1.182,8.44537712090525e-07,0.00891316386702205
-1.1796,1.07767468733964e-06,0.00946535307821413
-1.1772,1.37364927014513e-06,0.0101036517022036
-1.1748,1.74854153977979e-06,0.0107419503261933
-1.1724,2.2223149488246e-06,0.0113802489501828
-1.17,2.81969126865712e-06,0.0121175764809195
-1.1676,3.57120863608594e-06,0.0128747097930057
-1.1652,4.51449543478539e-06,0.0136318431050917
-1.1628,5.69579938406575e-06,0.0144566070744702
-1.1604,7.17181752630408e-06,0.0153490017011407
-1.158,9.011879996002e-06,0.0162413963278115
-1.1556,1.13005476174355e-05,0.0171592120302937
-1.1532,1.41406920365425e-05,0.0182041331118332
-1.1508,1.76571365036393e-05,0.0192490541933729
-1.1484,2.20009455387985e-05,0.0202939752749123
-1.146,2.73544624715483e-05,0.0214809295173122
-1.1436,3.39372055843597e-05,0.0226962903918842
-1.1412,4.20127461032033e-05,0.0239116512664559
-1.1388,5.18967039727265e-05,0.025221379759972
-1.1364,6.39660105865956e-05,0.0266254758724322
-1.134,7.86696010108196e-05,0.0280295719848926
-1.1316,9.65407115277708e-05,0.029468181760945
-1.1292,0.000118210971013604,0.0310793598549575
-1.1268,0.000144426486480531,0.0326905379489703
-1.1244,0.000176066133531542,0.0343017160429828
-1.122,0.000214162270838837,0.0361004710581521
-1.1196,0.000259924103350616,0.0379367414575528
-1.1172,0.000314763921067549,0.0397730118569531
-1.1148,0.000380326437932387,0.0417304474303163
-1.1124,0.000458521447707923,0.0438090481776417
-1.11,0.000551559999561551,0.0458876489249675
-1.1076,0.000661994274258737,0.0480093035445461
-1.1052,0.000792761311092318,0.0503462275253893
-1.1028,0.00094723069459479,0.0526831515062327
-1.1004,0.00112925625728826,0.0550200754870757
-1.098,0.00134323178875155,0.0575841452778509
-1.0956,0.0015941506606036,0.0601936442306122
-1.0932,0.00188766918010764,0.0628031431833735
-1.0908,0.00223017337047089,0.0655549336598757
-1.0884,0.00262884874204625,0.0684490156601179
-1.086,0.00309175246406599,0.0713430976603606
-1.0836,0.00362788716985144,0.0742861558746867
-1.0812,0.00424727542830008,0.077474095159431
-1.0788,0.00496103368955779,0.0806620344441756
-1.0764,0.00578144426189212,0.0838499737289196
-1.074,0.00672202359867517,0.087287863272038
-1.0716,0.0077975848678295,0.0907757428668309
-1.0692,0.00902429243977591,0.0942636224616238
-1.0668,0.010419705562386,0.0979027164153284
-1.0644,0.0120028080909713,0.101693024727944
-1.062,0.0137940207058315,0.10548333304056
-1.0596,0.0158151915767003,0.109323806998199
-1.0572,0.0180895609192,0.113415109180957
-1.0548,0.0206416943288459,0.117506411363715
-1.0524,0.023497379167761,0.121597713546472
-1.05,0.0266834776111518,0.125935183372164
-1.0476,0.0302277292261314,0.130321886726441
-1.0452,0.0341584951439691,0.134708590080719
-1.0428,0.0385044349852774,0.139238056744208
-1.0404,0.0432941066902471,0.143910286716908
-1.038,0.0485554782740106,0.148582516689608
-1.0356,0.0543153392482375,0.153299974909696
-1.0332,0.060598597997969,0.158243574366729
-1.0308,0.0674274497468076,0.163187173823761
-1.0284,0.0748203978480239,0.168130773280792
-1.026,0.0827911089616884,0.173285256188402
-1.0236,0.0913470801681438,0.178481915786127
-1.0212,0.100488093164387,0.183678575383853
-1.0188,0.11020442731302,0.188990666101171
-1.0164,0.120474799349462,0.194418187938082
-1.014,0.131263992808044,0.199845709774993
-1.0116,0.142520134310159,0.205307426408305
-1.0092,0.154171565979208,0.210940117023631
-1.0068,0.166123252543501,0.216572807638955
-1.0044,0.178252644391897,0.22220549825428
-1.002,0.190404901413104,0.22798526547856
-0.9996,0.202387423613877,0.23379444802463
-0.9972,0.213963002163014,0.239603630570701
-0.9948,0.224843233358657,0.245485536561133
-0.9924,0.23468368853237,0.251440165995929
-0.99,0.242970626668884,0.257394795430724
-0.9876,0.249503706392079,0.263368213261714
-0.9852,0.257650220885105,0.269435573073678
-0.9828,0.271935252828698,0.275502932885641
-0.9804,0.289647114877117,0.281570292697605
-0.978,0.309551737013273,0.287703564873264
-0.9756,0.331505900129198,0.293850019521663
-0.9732,0.355142619441749,0.299996474170062
-0.9708,0.38056508562392,0.306165588611017
-0.9684,0.408154109056935,0.312357362844528
-0.966,0.438216733113437,0.318549137078039
-0.9636,0.47101803731585,0.324742941393301
-0.9612,0.507331039390891,0.330946896117315
-0.9588,0.548300553454414,0.337150850841329
-0.9564,0.594984704245619,0.343354805565342
-0.954,0.649546963315999,0.349542443450223
-0.9516,0.711143347955107,0.355726817967278
-0.9492,0.769819017792461,0.361911192484332
-0.9468,0.822984643842518,0.368070925868689
-0.9444,0.869715577273488,0.374206018120347
-0.942,0.909454846651876,0.380341110372006
-0.9396,0.942046846756106,0.386463480545064
-0.9372,0.967703987590197,0.392522240325122
-0.9348,0.986954823388619,0.398581000105179
-0.9324,1.00064270061293,0.404639759885236
-0.93,1.00983978993553,0.410614982155109
-0.9276,1.01572460799576,0.416573496922945
-0.9252,1.01970414143406,0.422532011690782
-0.9228,1.02193251555678,0.428430198368667
-0.9204,1.01951488740466,0.4342680569566
-0.918,1.00862917887084,0.440105915544533
-0.9156,0.98541980737656,0.44592088533489
-0.9132,0.946171646050413,0.451621411137361
-0.9108,0.887586008640781,0.457321936939832
-0.9084,0.807616196238582,0.463022462742303
-0.906,0.722698673029431,0.468597843495105
-0.9036,0.646149918240252,0.474148195237973
-0.9012,0.578109873858397,0.479698546980841
-0.8988,0.518356616193984,0.485169295102386
-0.8964,0.466459269809469,0.490560439602608
-0.894,0.421865066539617,0.49595158410283
-0.8916,0.383941599591171,0.501315299028789
-0.8892,0.352020704452487,0.506541866083437
-0.8868,0.325422260236515,0.511768433138086
-0.8844,0.303486192289179,0.516995000192734
-0.882,0.285582873326291,0.522082790004321
-0.8796,0.271130048215983,0.527142824367296
-0.8772,0.259597123685983,0.532202858730271
-0.8748,0.250510305888414,0.537180190446972
-0.8724,0.243451647262973,0.542074819517399
-0.87,0.238059139704952,0.546969448587826
-0.8676,0.234021784403605,0.551837145848149
-0.8652,0.231076483959797,0.556570184057953
-0.8628,0.229003745760244,0.561303222267756
-0.8604,0.227621077844549,0.56603626047756
-0.858,0.226779673426188,0.57063969343156
-0.8556,0.226358759190186,0.5752172053344
-0.8532,0.226260609733233,0.579794717237239
-0.8508,0.226407243456943,0.584298395079223
-0.8484,0.226736411287746,0.588728238860351
-0.846,0.22719829444339,0.593158082641479
-0.8436,0.227753145419599,0.597564847739874
-0.8412,0.228369920457227,0.601856219424602
-0.8388,0.229020740946624,0.60614759110933
-0.8364,0.229697826629805,0.610438962794058
-0.834,0.230435940682431,0.614623354944699
-0.8316,0.231272582574367,0.618786351188522
-0.8292,0.232227219501555,0.622949347432345
-0.8268,0.233284631419782,0.627053452678515
-0.8244,0.234339515396966,0.631098666927034
-0.822,0.23536885150271,0.635143881175552
-0.8196,0.23638065582138,0.639171253596954
-0.8172,0.237381146316116,0.643109416882775
-0.8148,0.23837501040769,0.647047580168595
-0.8124,0.239365921966399,0.650985743454416
-0.81,0.240357026273064,0.654843498976263
-0.8076,0.241351138754867,0.658685172945317
-0.8052,0.242350913137356,0.66252684691437
-0.8028,0.243359189167289,0.666325346989207
-0.8004,0.244379002995791,0.670080673169828
-0.798,0.245414037251907,0.673835999350449
-0.7956,0.246468935196247,0.677578522176735
-0.7932,0.247550233276989,0.681257028231345
-0.7908,0.24866688722697,0.684935534285954
-0.7884,0.249830712388718,0.688614040340564
-0.786,0.25105733940391,0.692235842091978
-0.7836,0.252365914911454,0.695846302982753
-0.7812,0.253777840776232,0.699456763873527
-0.7788,0.255329500551882,0.703037169198893
-0.7764,0.25707446314405,0.70658751895885
-0.774,0.259088692543388,0.710137868718806
-0.7716,0.261480204710181,0.713679374881646
-0.7692,0.264402402068557,0.717176663058906
-0.7668,0.268072394896678,0.720673951236165
-0.7644,0.272796090375245,0.724171239413425
-0.762,0.279001813564817,0.72762944230333
-0.7596,0.287284653827899,0.731079828135765
-0.7572,0.298463997555072,0.7345302139682
-0.7548,0.313657385349854,0.737959795351688
-0.7524,0.33437089556613,0.74136857228623
-0.75,0.362612363915846,0.744777349220773
-0.7476,0.401021645481867,0.748179937202617
-0.7452,0.453023576425064,0.751551580420974
-0.7428,0.522997482802304,0.754923223639331
-0.7404,0.61644656996135,0.758294866857687
-0.738,0.740185915744211,0.761638665771668
-0.7356,0.902421273565665,0.764976895824772
-0.7332,1.11274250281402,0.768315125877877
-0.7308,1.38042031393955,0.771638169095002
-0.7284,1.65935556757858,0.774946025476148
-0.726,1.90733769068166,0.778253881857293
-0.7236,2.12009040503418,0.781557082074281
-0.7212,2.2961113711598,0.784837001470479
-0.7188,2.43590112717151,0.788116920866677
-0.7164,2.5417134527172,0.791396840262875
-0.714,2.61717309275491,0.794655072626219
-0.7116,2.66686851109054,0.797908967582992
-0.7092,2.69628765344267,0.801162862539765
-0.7068,2.71147642256129,0.804404477385718
-0.7044,2.71875869771446,0.807633812120852
-0.702,2.71741559150927,0.810863146855985
-0.6996,2.69430618654913,0.814088569309129
-0.6972,2.63483096727545,0.817294430352325
-0.6948,2.52540303535012,0.820500291395521
-0.6924,2.35473416702774,0.823706152438716
-0.69,2.11649938345667,0.826893096090125
-0.6876,1.86121544184731,0.830076256263176
-0.6852,1.63493159590245,0.833259416436228
-0.6828,1.437938785378,0.836431484002322
-0.6804,1.26859551384367,0.83959245896146
-0.678,1.12479470177484,0.842753433920598
-0.6756,1.00412737894323,0.845910762574426
-0.6732,0.904038432990782,0.849049859701712
-0.6708,0.821937382700611,0.852188956828998
-0.6684,0.755356914034385,0.855328053956283
-0.666,0.701948077365848,0.858449036690561
-0.6636,0.659588161752691,0.861566396546237
-0.6612,0.62638154876934,0.864683756401914
-0.6588,0.60065422185588,0.86779025175152
-0.6564,0.580981868105422,0.870885882595057
-0.654,0.566149040565461,0.873981513438593
-0.6516,0.555165276557518,0.877073506820095
-0.6492,0.547204307445885,0.880147312891424
-0.6468,0.541566555721809,0.883221118962752
-0.6444,0.537711420755629,0.886294925034081
-0.642,0.535217080449258,0.889350396332938
-0.6396,0.533753767425743,0.8924022006773
-0.6372,0.533058987341428,0.895454005021662
-0.6348,0.532928903705564,0.898494688514289
-0.6324,0.533211617703448,0.901524251155182
-0.63,0.533793941520235,0.904553813796074
-0.6276,0.534589459167267,0.907579621369276
-0.6252,0.535532968848333,0.910586653604023
-0.6228,0.53657554407049,0.91359368583877
-0.6204,0.537679943242841,0.916600718073517
-0.618,0.538817012730169,0.919588703053478
-0.6156,0.539976289799697,0.922572878582482
-0.6132,0.541185629387214,0.925557054111485
-0.6108,0.542471927322702,0.928529623635103
-0.6084,0.543844804274363,0.931490587153336
-0.606,0.545280446097194,0.934451550671569
-0.6036,0.546703922658639,0.937408582568281
-0.6012,0.548108789521185,0.94034595635739
-0.5988,0.549502167466385,0.943283330146499
-0.5964,0.550888844238057,0.946220703935608
-0.594,0.552271904674876,0.949138090375191
-0.5916,0.553652988606399,0.952051479344869
-0.5892,0.555033350213347,0.954964868314547
-0.5868,0.556413778412277,0.957866060571166
-0.5844,0.557795155057885,0.960755056114726
-0.582,0.559178073192379,0.963644051658285
-0.5796,0.560562812989854,0.966528911770338
-0.5772,0.561949652509082,0.969393094724856
-0.5748,0.563338772396455,0.972257277679375
-0.5724,0.564730545745883,0.975121460633894
-0.57,0.566125274180214,0.977964610240906
-0.5676,0.567523744622743,0.980803553178418
-0.5652,0.568925815651838,0.983642496115929
-0.5628,0.570327958151167,0.986468602096248
-0.5604,0.571729633504118,0.989281871119376
-0.558,0.573131184976486,0.992095140142503
-0.5556,0.574533378327586,0.994904057023883
-0.5532,0.575937023679206,0.997691213196524
-0.5508,0.577342660733856,1.00047836936916
-0.5484,0.578750855188763,1.00326552554181
-0.546,0.580161412739247,1.00603055199558
-0.5436,0.581573812293005,1.00879115250559
-0.5412,0.582989286327007,1.01155175301559
-0.5388,0.584405321480231,1.0142988528331
-0.5364,0.585818174765011,1.01703245195812
-0.534,0.587227213024302,1.01976605108314
-0.5316,0.588632682948912,1.02249507534204
-0.5292,0.59003525130237,1.02520122527034
-0.5268,0.591436083484188,1.02790737519864
-0.5244,0.592836449387732,1.03061352512694
-0.522,0.594237242355311,1.03329642640137
-0.5196,0.595639080118583,1.03597467794501
-0.5172,0.597042527345305,1.03865292948866
-0.5148,0.598449114986613,1.04131700687399
-0.5124,0.599861793465303,1.04396691010099
-0.51,0.601284822356894,1.046616813328
-0.5076,0.602715716366222,1.0492619168178
-0.5052,0.604153223582171,1.05188302162157
-0.5028,0.605601182315327,1.05450412642535
-0.5004,0.607065989510386,1.05712523122913
-0.498,0.608557631064624,1.05972196254488
-0.4956,0.610090390349352,1.06231381916303
-0.4932,0.611685724598135,1.06490567578118
-0.4908,0.613376609452931,1.06748268383537
-0.4884,0.615215993849745,1.07004484332559
-0.486,0.617290331902584,1.07260700281581
-0.4836,0.61973879152912,1.07516413817092
-0.4812,0.622776125289855,1.07769615285046
-0.4788,0.626735244076897,1.08022816753
-0.4764,0.632139554050851,1.08276018220954
-0.474,0.639785143453049,1.08526670453666
-0.4716,0.650867797982058,1.08776812839331
-0.4692,0.66715166812472,1.09026955224995
-0.4668,0.691200992719321,1.09275545872127
-0.4644,0.726675132782895,1.09522584780726
-0.462,0.778702521123864,1.09769623689325
