model,order,nMom,L1,Linf,symmetry_L1_rel,min_rho,runtime_s,n_steps,time_reference_s,time_model_build_s,time_quad_build_s,time_solver_total_s,time_step_sum_s,time_flux_sum_s,time_source_pn_sum_s,time_source_m1_sum_s,time_flux_pn_limiter_flux_sum_s,time_flux_m1_limiter_flux_sum_s,time_flux_sync_sum_s,theta_pn_active_total,theta_m1_active_total,sync_corr_stage1_mean,sync_corr_final_mean
HOLOM1PN,3,4,0.567508925835809,1.94042997228856,1.99411872664203,1e-08,11.3157702,1,0.0007286,0.0002823,0.0038391,11.3157702,11.3148304,11.3132562,0.0001539,7.1e-05,5.8088289,5.4901563,0.0019147,0,0,3.77155226774046e-15,3.64418470017755e-15
