model,order,nMom,L1,Linf,symmetry_L1_rel,min_rho,runtime_s,n_steps,time_reference_s,time_model_build_s,time_quad_build_s,time_solver_total_s,time_step_sum_s,time_flux_sum_s,time_source_pn_sum_s,time_source_m1_sum_s,time_flux_pn_limiter_flux_sum_s,time_flux_m1_limiter_flux_sum_s,time_flux_sync_sum_s,theta_pn_active_total,theta_m1_active_total,sync_corr_stage1_mean,sync_corr_final_mean
HOLOM1PN,3,4,0.0160024291445602,0.0210471445386256,1.98745875929135,1e-08,8.5865127,1,0.0003874,0.0002782,0.0028504,8.5865127,8.5854143,8.5835754,0.0001341,7.19e-05,4.3647634,4.2080917,0.0005822,0,0,3.92805880923888e-14,3.87505795207435e-14
