model,order,nMom,L1,Linf,symmetry_L1_rel,min_rho,runtime_s,n_steps,time_reference_s,time_model_build_s,time_quad_build_s,time_solver_total_s,time_step_sum_s,time_source_sum_s,time_flux_sum_s,time_flux_jacobian_sum_s,time_flux_reconstruct_sum_s,time_flux_limiter_flux_sum_s
MN,3,4,1.05680300478415,1.30713448433816,0.0248420901724178,1e-08,39710.538971,936,0.344679,0.000511,0.008848,39710.538971,39710.359441,2.822661,39707.391533,36013.259342,70.878388,3606.011875
PMMn,4,4,1.14283923387389,5.7085397081632,0.646128458739732,8.44693334100513e-09,9372.726202,936,0.344679,0.006352,0.008255,9372.726202,9372.57255200002,0.838412,9371.614176,8907.12536299998,68.665293,394.458533
PMMn,8,8,1.09527873822632,1.26714462122216,0.236994281787191,1e-08,39303.438153,936,0.344679,0.003191,0.006665,39303.438153,39303.2762489999,2.338481,39300.8189369999,38459.7409629999,78.6648209999999,761.001874999999
