mu,psi_ref_gauss,psi_hat_gauss,psi_ref_heaviside,psi_hat_heaviside
-1,0.107981933026376,0.1207516714208,5e-09,4.99999997909985e-09
-0.9975,0.109065806164265,0.121630548222012,5e-09,4.9999999793164e-09
-0.995,0.110157804744252,0.122515821824382,5e-09,4.99999997953298e-09
-0.9925,0.111257955248048,0.123407538786274,5e-09,4.99999997974955e-09
-0.99,0.112366283807736,0.124305746004921,5e-09,4.99999997996612e-09
-0.9875,0.113482816199648,0.125210490718891,5e-09,4.9999999801827e-09
-0.985,0.114607577838234,0.126121820510572,5e-09,4.99999998039927e-09
-0.9825,0.115740593769912,0.127039783308677,5e-09,4.99999998061584e-09
-0.98,0.116881888666903,0.12796442739076,5e-09,4.9999999808324e-09
-0.9775,0.11803148682105,0.128895801385759,5e-09,4.99999998104897e-09
-0.975,0.119189412137632,0.129833954276552,5e-09,4.99999998126555e-09
-0.9725,0.120355688129153,0.130778935402531,5e-09,4.99999998148212e-09
-0.97,0.12153033790913,0.131730794462203,5e-09,4.99999998169869e-09
-0.9675,0.122713384185865,0.132689581515796,5e-09,4.99999998191527e-09
-0.965,0.12390484925621,0.133655346987896,5e-09,4.99999998213184e-09
-0.9625,0.12510475499932,0.134628141670101,5e-09,4.9999999823484e-09
-0.96,0.126313122870397,0.135608016723687,5e-09,4.99999998256497e-09
-0.9575,0.127529973894433,0.136595023682302,5e-09,4.99999998278154e-09
-0.955,0.128755328659939,0.137589214454675,5e-09,4.99999998299812e-09
-0.9525,0.12998920731267,0.138590641327349,5e-09,4.99999998321469e-09
-0.95,0.131231629549353,0.139599356967426,5e-09,4.99999998343126e-09
-0.9475,0.132482614611397,0.14061541442534,5e-09,4.99999998364784e-09
-0.945,0.133742181278614,0.141638867137646,5e-09,4.99999998386439e-09
-0.9425,0.135010347862928,0.142669768929832,5e-09,4.99999998408096e-09
-0.94,0.136287132202089,0.143708174019146,5e-09,4.99999998429754e-09
-0.9375,0.137572551653384,0.144754137017453,5e-09,4.99999998451411e-09
-0.935,0.138866623087348,0.145807712934101,5e-09,4.99999998473069e-09
-0.9325,0.140169362881483,0.14686895717882,5e-09,4.99999998494726e-09
-0.93,0.141480786913967,0.14793792556463,5e-09,4.99999998516381e-09
-0.9275,0.142800910557382,0.149014674310781,5e-09,4.99999998538039e-09
-0.925,0.144129748672436,0.15009926004571,5e-09,4.99999998559696e-09
-0.9225,0.145467315601693,0.151191739810014,5e-09,4.99999998581353e-09
-0.92,0.146813625163314,0.152292171059456,5e-09,4.99999998603011e-09
-0.9175,0.148168690644797,0.153400611667982,5e-09,4.99999998624668e-09
-0.915,0.149532524796735,0.154517119930768,5e-09,4.99999998646325e-09
-0.9125,0.15090513982658,0.155641754567285,5e-09,4.99999998667981e-09
-0.91,0.152286547392415,0.156774574724385,5e-09,4.99999998689638e-09
-0.9075,0.153676758596738,0.157915639979415,5e-09,4.99999998711296e-09
-0.905,0.155075783980268,0.159065010343347,5e-09,4.99999998732953e-09
-0.9025,0.15648363351575,0.160222746263937,5e-09,4.9999999875461e-09
-0.9,0.157900316601788,0.161388908628903,5e-09,4.99999998776268e-09
-0.8975,0.159325842056686,0.162563558769127,5e-09,4.99999998797925e-09
-0.895,0.160760218112308,0.16374675846188,5e-09,4.99999998819581e-09
-0.8925,0.16220345240796,0.164938569934072,5e-09,4.99999998841238e-09
-0.89,0.163655551984286,0.166139055865525,5e-09,4.99999998862895e-09
-0.8875,0.165116523277183,0.167348279392266,5e-09,4.99999998884553e-09
-0.885,0.166586372111749,0.168566304109852,5e-09,4.9999999890621e-09
-0.8825,0.168065103696237,0.169793194076715,5e-09,4.99999998927867e-09
-0.88,0.169552722616044,0.171029013817525,5e-09,4.99999998949525e-09
-0.8775,0.171049232827725,0.172273828326588,5e-09,4.9999999897118e-09
-0.875,0.172554637653023,0.173527703071265,5e-09,4.99999998992838e-09
-0.8725,0.174068939772937,0.174790703995412,5e-09,4.99999999014495e-09
-0.87,0.175592141221811,0.176062897522851,5e-09,4.99999999036152e-09
-0.8675,0.177124243381459,0.17734435056086,5e-09,4.9999999905781e-09
-0.865,0.17866524697531,0.178635130503695,5e-09,4.99999999079467e-09
-0.8625,0.180215152062596,0.179935305236133,5e-09,4.99999999101124e-09
-0.86,0.181773958032566,0.181244943137043,5e-09,4.9999999912278e-09
-0.8575,0.183341663598733,0.18256411308298,5e-09,4.99999999144437e-09
-0.855,0.184918266793161,0.18389288445181,5e-09,4.99999999166095e-09
-0.8525,0.186503764960787,0.185231327126357,5e-09,4.99999999187752e-09
-0.85,0.188098154753774,0.18657951149808,5e-09,4.99999999209409e-09
-0.8475,0.189701432125911,0.187937508470772,5e-09,4.99999999231067e-09
-0.845,0.191313592327048,0.189305389464293,5e-09,4.99999999252724e-09
-0.8425,0.192934629897574,0.190683226418322,5e-09,4.9999999927438e-09
-0.84,0.194564538662935,0.192071091796145,5e-09,4.99999999296037e-09
-0.8375,0.196203311728196,0.193469058588461,5e-09,4.99999999317694e-09
-0.835,0.197850941472647,0.194877200317225,5e-09,4.99999999339352e-09
-0.8325,0.19950741954446,0.196295591039511,5e-09,4.99999999361009e-09
-0.83,0.201172736855381,0.19772430535141,5e-09,4.99999999382666e-09
-0.8275,0.202846883575482,0.199163418391952,5e-09,4.99999999404322e-09
-0.825,0.204529849127956,0.200613005847058,5e-09,4.99999999425979e-09
-0.8225,0.206221622183963,0.202073143953517,5e-09,4.99999999447637e-09
-0.82,0.207922190657528,0.203543909503003,5e-09,4.99999999469294e-09
-0.8175,0.209631541700495,0.205025379846106,5e-09,4.99999999490951e-09
-0.815,0.211349661697527,0.206517632896404,5e-09,4.99999999512608e-09
-0.8125,0.21307653626117,0.20802074713456,5e-09,4.99999999534266e-09
