model,order,nMom,L1,Linf,symmetry_L1_rel,min_rho,runtime_s,n_steps,time_reference_s,time_model_build_s,time_quad_build_s,time_solver_total_s,time_step_sum_s,time_source_sum_s,time_flux_sum_s,time_flux_jacobian_sum_s,time_flux_stage_cache_sum_s,time_flux_entropy_cell_solves_sum_s,time_flux_characteristic_basis_sum_s,time_flux_reconstruct_sum_s,time_flux_entropy_reconstructed_sum_s,time_flux_limiter_sum_s,time_flux_high_order_flux_sum_s,time_flux_low_order_flux_sum_s,time_flux_mcl_bisection_sum_s,time_flux_limiter_flux_sum_s,time_flux_rhs_build_sum_s
HFMn,4,4,2.94624159021853,8.11535609666029,1.68378201502604e-06,8.75109572008261e-09,1.0658143,3,0.3770483,0.0004611,0.0129311,1.0658143,1.0629246,0.0009982,1.0593619,0.1123296,0.3675636,0.2289187,0.1123296,0.0042988,0.4705518,0,0.0159378,0.0461109,0.1259006,0.6799104,0.0005173
