mu,psi_ref_gauss,psi_hat_gauss,psi_ref_heaviside,psi_hat_heaviside
-1,0.107981933026376,0.111288867181128,5e-09,2.18332115043784e-09
-0.9975,0.109065806164265,0.112243630756202,5e-09,2.2236729177208e-09
-0.995,0.110157804744252,0.113206585388543,5e-09,2.26477045945042e-09
-0.9925,0.111257955248048,0.114177801350437,5e-09,2.30662755890221e-09
-0.99,0.112366283807736,0.115157349517048,5e-09,2.34925825409181e-09
-0.9875,0.113482816199648,0.116145301371585,5e-09,2.39267684248302e-09
-0.985,0.114607577838234,0.117141729010525,5e-09,2.43689788578296e-09
-0.9825,0.115740593769912,0.118146705148869,5e-09,2.48193621482573e-09
-0.98,0.116881888666903,0.119160303125453,5e-09,2.52780693454634e-09
-0.9775,0.11803148682105,0.120182596908297,5e-09,2.57452542904661e-09
-0.975,0.119189412137632,0.121213661100001,5e-09,2.62210736675474e-09
-0.9725,0.120355688129153,0.122253570943196,5e-09,2.67056870568008e-09
-0.97,0.12153033790913,0.123302402326027,5e-09,2.71992569876521e-09
-0.9675,0.122713384185865,0.124360231787696,5e-09,2.77019489933678e-09
-0.965,0.12390484925621,0.125427136524047,5e-09,2.82139316665722e-09
-0.9625,0.12510475499932,0.126503194393196,5e-09,2.87353767157894e-09
-0.96,0.126313122870397,0.127588483921218,5e-09,2.92664590230309e-09
-0.9575,0.127529973894433,0.128683084307873,5e-09,2.98073567024479e-09
-0.955,0.128755328659939,0.129787075432389,5e-09,3.03582511600664e-09
-0.9525,0.12998920731267,0.130900537859287,5e-09,3.09193271546276e-09
-0.95,0.131231629549353,0.132023552844265,5e-09,3.14907728595525e-09
-0.9475,0.132482614611397,0.133156202340125,5e-09,3.20727799260505e-09
-0.945,0.133742181278614,0.134298569002754,5e-09,3.26655435473959e-09
-0.9425,0.135010347862928,0.135450736197157,5e-09,3.32692625243919e-09
-0.94,0.136287132202089,0.136612788003539,5e-09,3.38841393320439e-09
-0.9375,0.137572551653384,0.13778480922344,5e-09,3.45103801874654e-09
-0.935,0.138866623087348,0.138966885385928,5e-09,3.51481951190395e-09
-0.9325,0.140169362881483,0.140159102753834,5e-09,3.57977980368583e-09
-0.93,0.141480786913967,0.141361548330053,5e-09,3.64594068044627e-09
-0.9275,0.142800910557382,0.14257430986389,5e-09,3.71332433119108e-09
-0.925,0.144129748672436,0.143797475857464,5e-09,3.78195335501945e-09
-0.9225,0.145467315601693,0.145031135572167,5e-09,3.85185076870327e-09
-0.92,0.146813625163314,0.146275379035177,5e-09,3.92304001440641e-09
