z,rho_model,rho_ref
-1.17,4.79250386067866e-09,9.99999999999999e-09
-1.11,1.00001411301543e-08,9.99999999999999e-09
-1.05,1.00044299214407e-08,9.99999999999999e-09
-0.99,1.01036963904936e-08,9.99999999999999e-09
-0.93,1.18805687107207e-08,9.99999999999999e-09
-0.87,3.75359573424295e-08,1.00000000000226e-08
-0.81,3.44792117734713e-07,1.00000000505589e-08
-0.75,3.44780743906594e-06,1.00000601292823e-08
-0.69,3.01583651255484e-05,1.00278305128359e-08
-0.63,0.000227461943225542,1.70847202450562e-08
-0.57,0.00148366989908028,8.4837000048505e-07
-0.51,0.00838282475414149,5.39110299597459e-05
-0.45,0.0408894598632759,0.001734821181139
-0.39,0.173189977316101,0.0293266465090786
-0.33,0.569739498819857,0.25155678857763
-0.27,1.29249041423471,1.10660345521298
-0.21,2.21566416254929,2.5936253793211
-0.15,3.17186125328342,3.72890273631191
-0.09,3.87516705840533,4.1906377429681
-0.03,5.31753704510875,4.41009266792434
0.03,5.31753704510875,4.41009266792436
0.09,3.87516705840533,4.19063774296809
0.15,3.17186125328342,3.72890273631191
0.21,2.21566416254929,2.5936253793211
0.27,1.29249041423471,1.10660345521298
0.33,0.569739498819857,0.251556788577629
0.39,0.173189977316101,0.0293266465090785
0.45,0.0408894598632759,0.001734821181139
0.51,0.00838282475414149,5.39110299597456e-05
0.57,0.00148366989908028,8.48370000485045e-07
0.63,0.000227461943225542,1.70847202450561e-08
0.69,3.01583651255484e-05,1.00278305128359e-08
0.75,3.44780743906594e-06,1.00000601292823e-08
0.81,3.44792117734713e-07,1.00000000505589e-08
0.87,3.75359573424295e-08,1.00000000000226e-08
0.93,1.18805687107207e-08,9.99999999999999e-09
0.99,1.01036963904936e-08,9.99999999999999e-09
1.05,1.00044299214407e-08,9.99999999999999e-09
1.11,1.00001411301543e-08,9.99999999999999e-09
1.17,4.79250386067866e-09,9.99999999999999e-09
