model,order,nMom,L1,Linf,symmetry_L1_rel,min_rho,runtime_s,n_steps,time_reference_s,time_model_build_s,time_quad_build_s,time_solver_total_s,time_step_sum_s,time_source_sum_s,time_flux_sum_s,time_flux_jacobian_sum_s,time_flux_reconstruct_sum_s,time_flux_limiter_flux_sum_s
HFMn,4,4,0.293141413389283,0.717804604676221,0.00107973887992331,1.00000017122892e-08,0.8466629,10,0.0442735,0.0003581,0.0025199,0.8466629,0.832305,0.0146677,0.7923565,0.3197432,0.0357007,0.4154993
