model,order,nMom,L1,Linf,symmetry_L1_rel,min_rho,runtime_s,n_steps,time_reference_s,time_model_build_s,time_quad_build_s,time_solver_total_s,time_step_sum_s,time_source_sum_s,time_flux_sum_s,time_flux_jacobian_sum_s,time_flux_stage_cache_sum_s,time_flux_entropy_cell_solves_sum_s,time_flux_characteristic_basis_sum_s,time_flux_reconstruct_sum_s,time_flux_entropy_reconstructed_sum_s,time_flux_limiter_sum_s,time_flux_high_order_flux_sum_s,time_flux_low_order_flux_sum_s,time_flux_mcl_bisection_sum_s,time_flux_limiter_flux_sum_s,time_flux_rhs_build_sum_s
HFMn,8,8,0.342609424017321,0.907444377184408,6.66459087489901e-18,4.79250386067866e-09,4.2241869,10,0.0738415,0.004301,0.0147307,4.2241869,4.2201188,0.0024778,4.2126955,0.3198169,1.7043729,1.3104135,0.3198169,0.0184909,2.4156121,0.0193918,0.039994,0,0,2.4794502,0.0003868
