model,order,nMom,L1,Linf,symmetry_L1_rel,min_rho,runtime_s,n_steps,time_reference_s,time_model_build_s,time_quad_build_s,time_solver_total_s,time_step_sum_s,time_source_sum_s,time_flux_sum_s,time_flux_jacobian_sum_s,time_flux_stage_cache_sum_s,time_flux_entropy_cell_solves_sum_s,time_flux_characteristic_basis_sum_s,time_flux_reconstruct_sum_s,time_flux_entropy_reconstructed_sum_s,time_flux_high_order_flux_sum_s,time_flux_low_order_flux_sum_s,time_flux_mcl_bisection_sum_s,time_flux_limiter_flux_sum_s,time_flux_rhs_build_sum_s
PMMn,8,8,1.00729554750154,3.19592812636124,2.03287903132562e-24,-3.63583333333344e-06,9060.689982,936,0.412909,0.012381,0.012726,9060.689982,0,0,0,0,0,0,0,0,0,0,0,0,0,0
