model,order,nMom,L1,Linf,symmetry_L1_rel,min_rho,runtime_s,n_steps,time_reference_s,time_model_build_s,time_quad_build_s,time_solver_total_s,time_step_sum_s,time_source_sum_s,time_flux_sum_s,time_flux_jacobian_sum_s,time_flux_reconstruct_sum_s,time_flux_limiter_flux_sum_s
PN,3,4,0.567508907510161,1.9404301532971,1.99411825040369,1e-08,0.3045089,1,0.0015541,0.0001056,0.0009437,0.3045089,0.3044013,0.000162,0.3040918,0.0057005,0.0004438,0.2977339
MN,1,2,0.567528951366683,1.94046271661886,1.99140577293594,1e-08,1.4540676,1,0.0015541,0.0001249,0.0007653,1.4540676,1.4539308,0.0002138,1.4535523,1.073076,0.0002718,0.3798741
