model,order,nMom,L1,Linf,symmetry_L1_rel,min_rho,runtime_s,n_steps,time_reference_s,time_model_build_s,time_quad_build_s,time_solver_total_s,time_step_sum_s,time_source_sum_s,time_flux_sum_s,time_flux_jacobian_sum_s,time_flux_reconstruct_sum_s,time_flux_limiter_flux_sum_s
PN,3,4,0.0462365030135441,0.0381437600555619,1.97483962437284,0.000303020639528328,4.3234619,1,0.0004702,8.58e-05,0.0010014,4.3234619,4.323385,0.0001268,4.3231364,0.0035499,0.0001886,4.3192304
MN,1,2,0.0462318757283603,0.0378993760501838,1.97474433424526,0.000311561471475639,5.0846839,1,0.0004702,0.0001731,0.000789,5.0846839,5.0846031,0.0001243,5.0843547,0.7495049,0.0002176,4.3344709
