model,order,nMom,L1,Linf,symmetry_L1_rel,min_rho,runtime_s,n_steps,time_reference_s,time_model_build_s,time_quad_build_s,time_solver_total_s,time_step_sum_s,time_source_sum_s,time_flux_sum_s,time_flux_jacobian_sum_s,time_flux_reconstruct_sum_s,time_flux_limiter_flux_sum_s
PN,3,4,0.0037291269913185,0.00240703068077264,7.13129780879227e-14,0.15397743727268,0.4027283,1,0.0137968,0.0002211,0.0012996,0.4027283,0.3990842,0.0089602,0.3818134,0.026372,0.0142456,0.3375878
MN,1,2,0.00383524279145472,0.00282844992992559,0.000661860113790385,0.153971105736289,1.0177191,1,0.0137968,0.0003683,0.001884,1.0177191,1.0160635,0.0012584,1.0131063,0.4832812,0.0094667,0.5180554
