z,rho_model,rho_ref
-1.08,1e-08,1e-08
-0.84,1e-08,1e-08
-0.6,1e-08,1e-08
-0.36,0.0014463514537942,1e-08
-0.12,0.0572962129010066,0.00516473133427582
0.12,1.93896594185819,1.99483527866572
0.36,2.00229151378701,2
0.6,2,2
0.84,1.99773185632006,2
1.08,1.93943212104479,1.99483527866572
