model,order,nMom,L1,Linf,symmetry_L1_rel,min_rho,runtime_s,n_steps,time_reference_s,time_model_build_s,time_quad_build_s,time_solver_total_s,time_step_sum_s,time_flux_sum_s,time_source_pn_sum_s,time_source_m1_sum_s,time_flux_pn_limiter_flux_sum_s,time_flux_m1_limiter_flux_sum_s,time_flux_sync_sum_s,theta_pn_active_total,theta_m1_active_total,sync_corr_stage1_mean,sync_corr_final_mean
HOLOM1PN,3,4,1.14729961118738,2.92059044894042,1.16116109380782e-11,1e-08,14.4823252,1,0.0045588,0.0003721,0.0036107,14.4823252,14.477444,14.4639098,0.0037102,0.0001075,7.2434886,7.1819163,0.0028078,0,0,7.74075361301269e-13,7.10508640286219e-13
