z,rho_model,rho_m1,rho_ref
-1.05,2.85696998138468,2.85696998138468,2.81882622132919
-0.75,0.0357117471920952,0.0357117471920952,0.00549187844197242
-0.45,0.000303020639528844,0.000303020639528844,1e-08
-0.15,0.000303020639529538,0.000303020639529538,1e-08
0.15,0.0357117471920851,0.0357117471920851,1e-08
0.45,2.85696701672205,2.85696701672205,2.81882622132913
0.75,0.0357117471920949,0.0357117471920949,0.00549187844197248
1.05,0.000303020639529075,0.000303020639529075,1e-08
