model,order,nMom,L1,Linf,symmetry_L1_rel,min_rho,runtime_s,n_steps,time_reference_s,time_model_build_s,time_quad_build_s,time_solver_total_s,time_step_sum_s,time_flux_sum_s,time_source_pn_sum_s,time_source_m1_sum_s,time_flux_pn_limiter_flux_sum_s,time_flux_m1_limiter_flux_sum_s,time_flux_sync_sum_s,theta_pn_active_total,theta_m1_active_total,sync_corr_stage1_mean,sync_corr_final_mean
HOLOM1PN,3,4,0.0462365030135446,0.0381437600554935,1.97483962437282,0.000303020639528844,8.7011184,1,0.0003815,0.0007052,0.0052382,8.7011184,8.7001946,8.698564,0.0001508,7.01e-05,4.402446,4.2826052,0.0019986,0,0,1.10459520198679e-13,1.08628550797484e-13
