model,order,nMom,L1,Linf,symmetry_L1_rel,min_rho,runtime_s,n_steps,time_reference_s,time_model_build_s,time_quad_build_s,time_solver_total_s,time_step_sum_s,time_source_sum_s,time_flux_sum_s,time_flux_jacobian_sum_s,time_flux_reconstruct_sum_s,time_flux_limiter_flux_sum_s
PN,3,4,0.0462367151385002,0.038142328176213,1.97483861625867,0.000303038352569546,0.2102006,1,0.0013925,0.000148,0.0007767,0.2102006,0.2101265,0.000113,0.2099,0.0035609,0.0001893,0.2059914
MN,1,2,0.04623187572836,0.0378993760502482,1.97474433424528,0.000311561471478295,1.0434143,1,0.0013925,0.000159,0.0012352,1.0434143,1.0433239,0.0002522,1.0429081,0.753997,0.0002142,0.2884233
