mu,psi_ref_gauss,psi_hat_gauss,psi_ref_heaviside,psi_hat_heaviside
-1,0.107981933026376,0.076666175476925,5e-09,4.95238095238102e-09
-0.9975,0.109065806164265,0.0786406609946046,5e-09,4.9530952380953e-09
-0.995,0.110157804744252,0.0806151465122845,5e-09,4.95380952380959e-09
-0.9925,0.111257955248048,0.0825896320299642,5e-09,4.95452380952387e-09
-0.99,0.112366283807736,0.0845641175476439,5e-09,4.95523809523816e-09
-0.9875,0.113482816199648,0.0865386030653237,5e-09,4.95595238095245e-09
-0.985,0.114607577838234,0.0885130885830034,5e-09,4.95666666666673e-09
-0.9825,0.115740593769912,0.0904875741006831,5e-09,4.95738095238102e-09
-0.98,0.116881888666903,0.0924620596183628,5e-09,4.9580952380953e-09
-0.9775,0.11803148682105,0.0944365451360426,5e-09,4.95880952380959e-09
-0.975,0.119189412137632,0.0964110306537224,5e-09,4.95952380952387e-09
-0.9725,0.120355688129153,0.098385516171402,5e-09,4.96023809523816e-09
-0.97,0.12153033790913,0.100360001689082,5e-09,4.96095238095245e-09
-0.9675,0.122713384185865,0.102334487206762,5e-09,4.96166666666673e-09
-0.965,0.12390484925621,0.104308972724441,5e-09,4.96238095238102e-09
-0.9625,0.12510475499932,0.106283458242121,5e-09,4.9630952380953e-09
-0.96,0.126313122870397,0.108257943759801,5e-09,4.96380952380959e-09
-0.9575,0.127529973894433,0.11023242927748,5e-09,4.96452380952387e-09
-0.955,0.128755328659939,0.11220691479516,5e-09,4.96523809523816e-09
-0.9525,0.12998920731267,0.11418140031284,5e-09,4.96595238095245e-09
-0.95,0.131231629549353,0.11615588583052,5e-09,4.96666666666673e-09
-0.9475,0.132482614611397,0.118130371348199,5e-09,4.96738095238102e-09
-0.945,0.133742181278614,0.120104856865879,5e-09,4.9680952380953e-09
-0.9425,0.135010347862928,0.122079342383559,5e-09,4.96880952380959e-09
-0.94,0.136287132202089,0.124053827901239,5e-09,4.96952380952388e-09
-0.9375,0.137572551653384,0.126028313418918,5e-09,4.97023809523816e-09
-0.935,0.138866623087348,0.128002798936598,5e-09,4.97095238095245e-09
-0.9325,0.140169362881483,0.129977284454278,5e-09,4.97166666666673e-09
-0.93,0.141480786913967,0.131951769971957,5e-09,4.97238095238102e-09
-0.9275,0.142800910557382,0.133926255489637,5e-09,4.9730952380953e-09
-0.925,0.144129748672436,0.135900741007317,5e-09,4.97380952380959e-09
-0.9225,0.145467315601693,0.137875226524997,5e-09,4.97452380952387e-09
-0.92,0.146813625163314,0.139849712042676,5e-09,4.97523809523816e-09
-0.9175,0.148168690644797,0.141824197560356,5e-09,4.97595238095245e-09
-0.915,0.149532524796735,0.143798683078036,5e-09,4.97666666666673e-09
-0.9125,0.15090513982658,0.145773168595716,5e-09,4.97738095238102e-09
-0.91,0.152286547392415,0.147747654113395,5e-09,4.9780952380953e-09
-0.9075,0.153676758596738,0.149722139631075,5e-09,4.97880952380959e-09
-0.905,0.155075783980268,0.151696625148755,5e-09,4.97952380952388e-09
-0.9025,0.15648363351575,0.153671110666435,5e-09,4.98023809523816e-09
-0.9,0.157900316601788,0.155645596184114,5e-09,4.98095238095245e-09
-0.8975,0.159325842056686,0.157620081701794,5e-09,4.98166666666673e-09
-0.895,0.160760218112308,0.159594567219474,5e-09,4.98238095238102e-09
-0.8925,0.16220345240796,0.161569052737153,5e-09,4.9830952380953e-09
-0.89,0.163655551984286,0.163543538254833,5e-09,4.98380952380959e-09
-0.8875,0.165116523277183,0.165518023772513,5e-09,4.98452380952388e-09
-0.885,0.166586372111749,0.167492509290193,5e-09,4.98523809523816e-09
-0.8825,0.168065103696237,0.169466994807872,5e-09,4.98595238095245e-09
-0.88,0.169552722616044,0.171441480325552,5e-09,4.98666666666673e-09
-0.8775,0.171049232827725,0.173415965843232,5e-09,4.98738095238102e-09
-0.875,0.172554637653023,0.175390451360912,5e-09,4.9880952380953e-09
-0.8725,0.174068939772937,0.177364936878591,5e-09,4.98880952380959e-09
-0.87,0.175592141221811,0.179339422396271,5e-09,4.98952380952388e-09
-0.8675,0.177124243381459,0.181313907913951,5e-09,4.99023809523816e-09
-0.865,0.17866524697531,0.183288393431631,5e-09,4.99095238095245e-09
-0.8625,0.180215152062596,0.18526287894931,5e-09,4.99166666666673e-09
-0.86,0.181773958032566,0.18723736446699,5e-09,4.99238095238102e-09
-0.8575,0.183341663598733,0.18921184998467,5e-09,4.9930952380953e-09
-0.855,0.184918266793161,0.19118633550235,5e-09,4.99380952380959e-09
-0.8525,0.186503764960787,0.193160821020029,5e-09,4.99452380952388e-09
-0.85,0.188098154753774,0.195135306537709,5e-09,4.99523809523816e-09
-0.8475,0.189701432125911,0.197109792055389,5e-09,4.99595238095245e-09
-0.845,0.191313592327048,0.199084277573068,5e-09,4.99666666666673e-09
-0.8425,0.192934629897574,0.201058763090748,5e-09,4.99738095238102e-09
-0.84,0.194564538662935,0.203033248608428,5e-09,4.9980952380953e-09
-0.8375,0.196203311728196,0.205007734126108,5e-09,4.99880952380959e-09
-0.835,0.197850941472647,0.206982219643787,5e-09,4.99952380952388e-09
-0.8325,0.19950741954446,0.208956705161467,5e-09,5.00023809523816e-09
-0.83,0.201172736855381,0.210931190679147,5e-09,5.00095238095245e-09
-0.8275,0.202846883575482,0.212905676196827,5e-09,5.00166666666673e-09
-0.825,0.204529849127956,0.214880161714506,5e-09,5.00238095238102e-09
-0.8225,0.206221622183963,0.216854647232186,5e-09,5.00309523809531e-09
-0.82,0.207922190657528,0.218829132749866,5e-09,5.00380952380959e-09
-0.8175,0.209631541700495,0.220803618267545,5e-09,5.00452380952388e-09
-0.815,0.211349661697527,0.222778103785225,5e-09,5.00523809523816e-09
-0.8125,0.21307653626117,0.224752589302905,5e-09,5.00595238095245e-09
-0.81,0.214812150226968,0.226727074820585,5e-09,5.00666666666673e-09
-0.8075,0.216556487648636,0.228701560338264,5e-09,5.00738095238102e-09
-0.805,0.218309531793295,0.230676045855944,5e-09,5.0080952380953e-09
-0.8025,0.220071265136763,0.232650531373624,5e-09,5.00880952380959e-09
-0.8,0.221841669358911,0.234625016891304,5e-09,5.00952380952388e-09
-0.7975,0.223620725339076,0.236599502408983,5e-09,5.01023809523816e-09
-0.795,0.225408413151541,0.238573987926663,5e-09,5.01095238095245e-09
-0.7925,0.227204712061085,0.240548473444343,5e-09,5.01166666666673e-09
-0.79,0.229009600518585,0.242522958962022,5e-09,5.01238095238102e-09
-0.7875,0.2308230561567,0.244497444479702,5e-09,5.01309523809531e-09
-0.785,0.232645055785614,0.246471929997382,5e-09,5.01380952380959e-09
-0.7825,0.234475575388852,0.248446415515062,5e-09,5.01452380952388e-09
-0.78,0.236314590119165,0.250420901032741,5e-09,5.01523809523816e-09
-0.7775,0.238162074294488,0.252395386550421,5e-09,5.01595238095245e-09
-0.775,0.240018001393971,0.254369872068101,5e-09,5.01666666666673e-09
-0.7725,0.241882344054086,0.256344357585781,5e-09,5.01738095238102e-09
-0.77,0.243755074064804,0.25831884310346,5e-09,5.01809523809531e-09
-0.7675,0.24563616236585,0.26029332862114,5e-09,5.01880952380959e-09
-0.765,0.247525579043046,0.26226781413882,5e-09,5.01952380952388e-09
