mu,psi_ref,psi_hat
-1,17.8412411615277,26.2171697484912
-0.999,17.823408838014,24.9575099016495
-0.998,17.7700187366945,23.7583730992467
-0.997,17.6813903984988,22.616851382505
-0.996,17.5580528507543,21.53017651173
-0.995,17.4007393477259,20.4957132532082
-0.994,17.2103801101593,19.5109529886518
-0.993,16.9880931644069,18.5735076316893
-0.992,16.7351734073464,17.6811038366537
-0.991,16.4530800467027,16.8315774856198
-0.99,16.1434225871536,16.0228684403248
-0.989,15.8079455503998,15.2530155462432
-0.988,15.4485121319364,14.5201518767023
-0.987,15.0670870083675,13.8225002055041
-0.986,14.6657185166198,13.1583686970739
-0.985,14.2465204302773,12.5261468036868
-0.984,13.8116535584824,11.9243013598186
-0.983,13.3633073895167,11.3513728641534
-0.982,12.9036819944321,10.8059719402293
-0.981,12.4349703961675,10.2867759671404
-0.98,11.9593415967282,9.79252587212363
-0.979,11.4789244395361,9.32202307725261
-0.978,10.9957924663505,8.87412659283431
-0.977,10.5119499085904,8.4477502504594
-0.976,10.0293189318874,8.04186006899686
-0.975,9.54972823067112,7.6554717471446
-0.974,9.07490304698814,7.28764827645649
-0.973,8.60645666497826,6.93749766905594
-0.972,8.14588340990719,6.60417079452672
-0.971,7.69455315874948,6.28685932073467
-0.97,7.25370734839228,5.98479375358748
-0.969,6.82445644790148,5.69724157097798
-0.968,6.40777884323281,5.42350544638614
-0.967,6.00452106651156,5.16292155783222
-0.966,5.6153992877272,4.91485797807952
-0.965,5.24100197452793,4.6787131421835
-0.964,4.88179361583823,4.45391438867051
-0.963,4.53811939729783,4.23991657080912
-0.962,4.21021071102432,4.03620073460549
-0.961,3.89819137888281,3.84227286031737
-0.96,3.60208446721536,3.65766266443495
-0.959,3.32181957171664,3.48192245922286
-0.958,3.05724045368768,3.31462606705788
-0.957,2.80811291308122,3.15536778692993
-0.956,2.57413278937324,3.00376141059931
-0.955,2.35493398815096,2.85943928602511
-0.954,2.15009643918047,2.72205142579301
-0.953,1.95915390039112,2.59126465838052
-0.952,1.78160153147356,2.46676182020174
-0.951,1.61690317042506,2.3482409864718
-0.95,1.46449825619266,2.23541473902622
-0.949,1.32380835037629,2.12800946931927
-0.948,1.19424322059452,2.02576471491153
-0.947,1.07520645743365,1.92843252783708
-0.946,0.966100605769089,1.83577687331894
-0.945,0.866331799556614,1.74757305737449
-0.944,0.775313896852632,1.66360718192282
-0.943,0.692472118771049,1.58367562607263
-0.942,0.617246202271943,1.50758455233266
-0.941,0.549093082077468,1.43514943654746
-0.94,0.487489121612798,1.36619462041822
-0.939,0.43193191668104,1.30055288552382
-0.938,0.381941698621292,1.23806504780889
-0.937,0.337062366001189,1.17857957155557
-0.936,0.296862175502515,1.12195220190283
-0.935,0.260934123621934,1.06804561502216
-0.934,0.228896051186311,1.01672908510129
-0.933,0.200390502535157,0.233750312575665
-0.932,0.175084370616128,0.198744460834662
-0.931,0.152668358238343,0.168980996334169
-0.93,0.132856284397712,0.143674832506871
-0.929,0.115384262991278,0.122158455351133
-0.928,0.100009779434198,0.103864316062877
-0.927,0.086510688739669,0.0883098605020925
-0.926,0.0746841565710941,0.075084800608302
-0.925,0.0643455626739327,0.063840292016483
