z,rho_model,rho_m1,rho_ref
-1.08,1e-08,1e-08,1e-08
-0.84,1e-08,1e-08,1e-08
-0.6,0.00269407333010635,0.00269407333010635,1e-08
-0.36,0.127596532505146,0.127596532505146,1e-08
-0.12,4.0363760908299,4.0363760908299,0.555187865063224
0.12,4.0363760908352,4.0363760908352,0.555187865063225
0.36,0.12759653250289,0.12759653250289,1e-08
0.6,0.00269407333009654,0.00269407333009654,1e-08
0.84,1e-08,1e-08,1e-08
1.08,1e-08,1e-08,1e-08
