model,order,nMom,L1,Linf,symmetry_L1_rel,min_rho,runtime_s,n_steps,time_reference_s,time_model_build_s,time_quad_build_s,time_solver_total_s,time_step_sum_s,time_flux_sum_s,time_source_pn_sum_s,time_source_m1_sum_s,time_flux_pn_limiter_flux_sum_s,time_flux_m1_limiter_flux_sum_s,time_flux_sync_sum_s,theta_pn_active_total,theta_m1_active_total,sync_corr_stage1_mean,sync_corr_final_mean
HOLOM1PN,3,4,1.73350982956965,3.48118822577197,1.8149119489311e-12,1e-08,12.3940515,1,0.003445,0.0004584,0.0044958,12.3940515,12.3894907,12.374173,0.0040633,0.0001243,6.1115171,6.2307371,0.0028003,0,0,2.36560967993198e-13,2.27867014724774e-13
