model,order,nMom,L1,Linf,symmetry_L1_rel,min_rho,runtime_s,n_steps,time_reference_s,time_model_build_s,time_quad_build_s,time_solver_total_s,time_step_sum_s,time_source_sum_s,time_flux_sum_s,time_flux_jacobian_sum_s,time_flux_reconstruct_sum_s,time_flux_limiter_flux_sum_s
PN,3,4,0.0037291269914004,0.00240703068084325,8.16089247723493e-14,0.153977437272648,6.5155222,1,0.0038384,0.0001521,0.0027645,6.5155222,6.5143591,0.0039769,6.508689,0.0058278,0.0030459,6.4956415
MN,1,2,0.00384018881447749,0.00270820073835432,0.00018417293451837,0.153971105736257,6.1339109,1,0.0038384,0.0002664,0.0016141,6.1339109,6.1329634,0.0001612,6.1319479,0.3823352,0.0009912,5.7479096
