z,rho_model,rho_m1,rho_ref
-1.1,1e-08,1e-08,1e-08
-0.9,1e-08,1e-08,1e-08
-0.7,1e-08,1e-08,1e-08
-0.5,0.0082761725501524,0.0082761725501524,1e-08
-0.3,0.241976527141676,0.241976527141676,1.00000000001185e-08
-0.1,4.74974733030738,4.74974733030738,1.33156217708022
0.1,4.74974733030506,4.74974733030506,1.33156217708022
0.3,0.241976527145682,0.241976527145682,1.00000000001137e-08
0.5,0.00827617255004295,0.00827617255004295,1e-08
0.7,1e-08,1e-08,1e-08
0.9,1e-08,1e-08,1e-08
1.1,1e-08,1e-08,1e-08
