model,order,nMom,L1,Linf,symmetry_L1_rel,min_rho,runtime_s,n_steps,time_reference_s,time_model_build_s,time_quad_build_s,time_solver_total_s,time_step_sum_s,time_flux_sum_s,time_source_pn_sum_s,time_source_m1_sum_s,time_flux_pn_limiter_flux_sum_s,time_flux_m1_limiter_flux_sum_s,time_flux_sync_sum_s,theta_pn_active_total,theta_m1_active_total,sync_corr_stage1_mean,sync_corr_final_mean
HOLOM1PN,3,4,0.00204237280862912,0.00114997094301805,6.56323696858556e-15,0.175943098716799,8.8626879,1,0.0030291,0.0007316,0.0112218,8.8626879,8.8584505,8.8486312,0.000152,8.16e-05,4.4503739,4.37356,0.0021259,0,0,1.54185627350951e-14,1.54147760539246e-14
