z,rho_model,rho_m1,rho_ref
-1.05,0.175943098716799,0.175943098716799,0.176789429132175
-0.75,0.517992093438876,0.517992093438876,0.519118165048246
-0.45,1.06514581502273,1.06514581502273,1.06399584407971
-0.15,1.52258119408291,1.52258119408291,1.52328594100389
0.15,1.5225811940829,1.5225811940829,1.52328594100389
0.45,1.06514581502271,1.06514581502271,1.06399584407971
0.75,0.517992093438876,0.517992093438876,0.519118165048246
1.05,0.175943098716799,0.175943098716799,0.176789429132175
